input_text,outcome
"The case involves an appeal against the Patna High Court's order canceling bail granted to the appellants. The Supreme Court, citing the importance of providing reasons when canceling bail and the different considerations for granting and canceling bail, remitted the matter back to the High Court for reconsideration. The case references principles related to bail cancellation under Section 439(2) of the CrPC. The court highlighted that canceling bail is a harsh order and must not be taken lightly. (Max 100 words)",Bail was not granted. The Supreme Court set aside the High Court's order cancelling the bail. The matter was remitted to the High Court to decide the matter afresh.
"IPC Sections involved: 306 (Abetment of Suicide) and 107 (Abetment of a thing). The case revolves around Sohan Raj Sharma, accused of abetting the suicide of his wife, Jyoti. The prosecution presented evidence, including a suicide note (Ex.PX), alleging Sharma's abusive behavior. However, the Supreme Court found the evidence insufficient to prove direct or indirect incitement for suicide. The court emphasized the need for a more active role, instigating or aiding, to establish abetment. The appellant was acquitted. ","Judgment in favor of the petitioner. 

Case Law References:
1.  State of West Bengal v. Orilal Jaiswal (AIR 1994 SC 1418)
2.  Mahinder Singh v. State of M.P. (1995 AIR SCW 4570)
3.  The judgment itself (Sohan Raj Sharma vs State Of Haryana)"
"The case involves an appeal against the quashing of proceedings under Section 482 of the Code of Criminal Procedure, 1973. The core issue revolves around allegations of abetment of suicide (Section 306 IPC) due to the actions of the accused. The appellant, the father of the deceased, alleged that the accused's abusive language and behavior, including insults and rejection of the marriage, led his son to commit suicide. The court considered the factual background, inconsistencies in the statements, and the absence of a suicide note to determine if the ingredients of abetment were present, leading to a dismissal of the appeal.","The judgment was in favor of the respondent (quashing the proceedings). The court dismissed the appeal and upheld the High Court's decision to quash the proceedings.

Case Law References (supporting outcome):
*   **State of Haryana v. Bhajan Lal** - This case provides guidance on the circumstances under which the High Court can exercise its inherent powers under Section 482 CrPC to quash criminal proceedings.
*   **M. S. Sheriff v. State of Madras** - This case would discuss the principles of abetment and instigation.
*   **Gurcharan Singh v. State of Punjab** - The court held that mere words uttered in anger or emotion would not constitute instigation, and the prosecution must prove the essential ingredients of abetment."
"The case involves offences under IPC sections 376 (Rape), 354 (Assault or criminal force to woman with intent to outrage her modesty), and 506 (Punishment for criminal intimidation). The accused, a teacher, was initially convicted for all offences but the High Court acquitted him. The Supreme Court found the accused guilty of offences under Sections 354 and 506 IPC, but not under Section 376. The sentences were two years and six months rigorous imprisonment respectively. The accused had already served more than the mentioned period, hence he need not surrender to custody. ","Judgment against the petitioner (State). However, the accused's conviction for sections 354 and 506 was upheld. 

Case Law References:
1.  *State of Haryana v. Bhajan Lal*, 1992 Supp (1) SCC 335 (Principle of Interference in Criminal Matters)
2.  *State of Punjab v. Karnail Singh*, (2003) 11 SCC 148 (Appellate Court's Powers)
3.  *State of Maharashtra v. Ramesh*, (2014) 12 SCC 785 (Appreciation of Evidence)"
"IPC Section 302 r/w 34: The appellant was tried for the murder of Jagat Singh. The incident occurred when the appellant fired shots at the deceased. The High Court reversed the trial court's acquittal, finding the appellant guilty, while upholding the acquittal of the co-accused. The court considered the weight of the evidence, including eyewitness testimony and medical evidence, to reach its conclusion.","Judgment against the petitioner. 

Case law references: 
1. Sheo Swarup v. R. Emperor (1934) 61 IA 398
2. Prandas v. State (AIR 1954 SC 36)
3. Atley v. State of U.P. (AIR 1955 SC 807)"
"Sections 420, 465, 466, 467, 468, and 471 of the Indian Penal Code (IPC) were invoked against the appellant, a former MHADA employee. The case summary involves allegations of the appellant allotting premises and issuing rent receipts, suggesting fraudulent actions. The central issue is whether sanction under Section 197 of the Code of Criminal Procedure (CrPC) was necessary, particularly considering the appellant's retired status. The Supreme Court held that the charged offences are not relatable to any official duty, thus the appeal was dismissed.","Against the petitioner. The Supreme Court dismissed the appeal, finding the alleged offences were not related to official duty.

Case Law References:

1.  *S.A. Venkataraman v. State* (1958 SCR 1040) - Court held that previous sanction was not necessary before a Court could take a cognizance of the offences in the case of a person who had ceased to be a public servant at the time the court was asked to take cognizance.
2.  *Harihar Prasad* (1972 3 SCC 89) - The court held that the acts complained of are not directly concerned with official duties.
3.  *State of Maharashtra v. Dr. Budhikota Subbarao* (1993 (3) SCC 339) - The court considered the importance of sanction related to Section 197."
"IPC Sections 302 (murder), 392 (robbery), and 201 (causing disappearance of evidence) were invoked against the accused. The accused was convicted by the trial court but the High Court acquitted the respondent. The Supreme Court dismissed the appeals against the acquittal, finding the prosecution's case based on circumstantial evidence to be insufficient and the evidence of witnesses unreliable. The court highlighted the principles of evaluating circumstantial evidence and the limitations on appellate court interference in cases of acquittal.","The appeals were dismissed, upholding the acquittal of the respondent. 

Case law references that support this outcome: 
1.  Sheo Swarup v. R. Emperor (1934) 61 IA 398)
2.  Chandrappa and Ors. v. State of Karnataka (2007 (4) SCC 415)
3.  Kallu v. State of M.P. (2006) 10 SCC 313)"
"IPC Sections: 302, 364, 365, 368, 193, 197, 201, 120B, 420, 342 read with Section 34 of the Indian Penal Code, 1860 and Sections 25 (1)(b)(a) and 27 of the Arms Act, 1950. Summary: The Supreme Court upheld the Gujarat High Court's decision to cancel bail granted to Dinesh M.N. (S.P.) due to the trial court's reliance on irrelevant factors and disregard of relevant materials when granting bail. The case involved alleged fake encounters by officers of the Anti-Terrorist Squad and senior IPS officers.",Bail was not granted. The court found that the trial court had considered irrelevant materials and ignored relevant ones when granting bail.
"IPC sections 147, 148, 302, 325, 323, 149, and 304 Part II were relevant in this case. The appellant challenged the Allahabad High Court's decision, which directed his conviction for the offense under Section 304 Part II IPC, while upholding the acquittal of other accused. The main issue was the exercise of the right to private defense.","Judgment against petitioner.

Case Law References:
1.  Munshi Ram and Ors. v. Delhi Administration (AIR 1968 SC 702)
2.  State of Gujarat v. Bai Fatima (AIR 1975 SC 1478)
3.  State of U.P. v. Mohd. Musheer Khan (AIR 1977 SC 2226)"
"IPC Sections: 302 (Murder), 201 (Causing disappearance of evidence of offence, or screening offender), 498A (Husband or relative of husband of a woman subjecting her to cruelty).  Summary:  The appellants were convicted for the murder of a woman and her infant daughter. The case relied on circumstantial evidence, including extra-judicial confessions and the 'last seen' theory. The Supreme Court upheld the conviction, emphasizing the need for a complete chain of evidence in circumstantial cases.  The Court modified the sentence of appellant 2. ","Bail was not granted for appellant 1, the appeal was dismissed. The sentence of appellant 2 was reduced to the period already served. 

Case Law References:

*   *Sharad Birdhichand Sarda v. State of Maharashtra,* (AIR 1984 SC 1622)
*   *Hanumant Govind Nargundkar and Anr. V. State of Madhya Pradesh,* (AIR 1952 SC 343)
*  *State of U.P. v. Ashok Kumar Srivastava,* (1992 Crl.LJ 1104)"
"The case involves an appeal against a High Court judgment upholding the conviction of Aqeel Ahmad under Section 302 IPC, but altering the death sentence to life imprisonment. The appeal also addressed the convictions of other accused under Section 302 read with Section 149 IPC and Section 148 IPC. The Supreme Court dismissed all appeals. The court discussed the importance of forwarding the FIR and the applicability of Section 149 IPC regarding common object, and Section 174 of CrPC.",Not granted. The Supreme Court dismissed the appeals filed by the accused and the state.
"IPC Sections 364, 376, and 302 were invoked against Bantu, who was convicted for the rape and murder of a 5-year-old girl. The Supreme Court upheld the death sentence awarded by the trial court and confirmed by the High Court. The court emphasized the brutality of the crime and the need for exemplary punishment in the rarest of rare cases, dismissing the appeal.","Judgment against the petitioner. 

Case law references:
1. Bachan Singh v. State of Punjab [1980 (2) SCC 684]
2. Machhi Singh v. State of Punjab [1983 (3) SCC 470]
3. Devender Pal Singh v. State of NCT of Delhi [2002 (5)SCC 234 ]"
"IPC Sections: 302 (Punishment for murder), 34 (Acts done by several persons in furtherance of common intention).

Summary: The Supreme Court upheld the conviction of Bur Singh and another appellant under sections 302 and 302 read with 34 IPC for the murder of Surjan Singh. The appeal challenged the conviction based on the evidence of eye-witnesses, inconsistencies, and the principle of 'falsus in uno falsus in omnibus'. The court dismissed the appeal, emphasizing that minor discrepancies do not invalidate witness testimony, and the principle does not apply.","The judgment was against the appellants, upholding their conviction. The appellants were ordered to surrender to custody. 

Case Law References:

1.  Dalip Singh and Ors. v. The State of Punjab (AIR 1953 SC 364)
2.  Masalti and Ors. v. State of U.P. (AIR 1965 SC 202)
3.  State of Punjab v. Jagir Singh (AIR 1973 SC 2407)"
"IPC Sections: 147, 148, 302, 302 read with 149, 307, 9(b)(1)(b) of the Indian Explosives Act. Summary: The Supreme Court upheld the conviction of the appellants for offenses including murder, rioting, and possession of explosives. The court found that the evidence, particularly the testimony of eyewitnesses, supported the charges and that Section 149 of the IPC was correctly applied.","The appeal was dismissed, and the conviction by the lower courts was upheld.  The court did not grant bail."
"Sections 366 and 376 of the IPC. The case concerns the sentencing of Rakesh Kumar, convicted under these sections. The Supreme Court examined the High Court's reduction of the sentence, considering factors like the accused's age, the victim's age, and the relationship between the accused and the victim. The court emphasized the importance of appropriate sentencing, especially in cases of sexual offenses, to reflect public abhorrence and deter crime.","Bail was not granted. The Supreme Court increased the sentence. Case law references:

1.  *Dhananjoy Chatterjee v. State of W.B.* (1994 (2) SCC 220) - emphasizes the need for appropriate punishment to deter crime and maintain the credibility of the justice system.
2.  *Mahesh v. State of M.P.* (1987) 2 SCR 710) - Refers to death sentence being appropriate for cruel acts, thus the importance of not giving a lighter sentence.
3.  *Sevaka Perumal etc. v. State of Tamil Naidu* (AIR 1991 SC 1463) - Highlights the duty of the court to award proper sentence considering the nature of the offense and the manner it was executed, supporting the idea of appropriate sentencing."
"The case involves an appeal against the conviction of Md. Kalam under Section 395 of the Indian Penal Code, 1860 (IPC) for robbery. The Supreme Court examined the validity of the identification parade and the evidence of identification in court. The court upheld the conviction based on the identification by PW-3 in the TI Parade, finding no infirmity in the conclusions of guilt of the accused.  The appeal was dismissed.","Judgment against the petitioner. The court upheld the conviction and dismissed the appeal.

Case law references supporting the outcome:
1.  *Matru v. State of U.P.* (1971 (2) SCC 75)
2.  *Kanta Prashad v. Delhi Administration* (AIR 1958 SC 350)
3.  *Rameshwar Singh v. State of Jammu and Kashmir* (AIR 1972 SC 102)"
"IPC Section 302 (murder) is the main charge in this case. The appellant was convicted based on circumstantial evidence, specifically the testimony of witnesses who claimed to have last seen the deceased with the appellant. However, the Supreme Court found that the evidence was insufficient and the conviction was not justified, acquitting the appellant.","Judgment in favor of the petitioner (Venkatesan). The appellant was acquitted.

Case Law References:

*   *Hanumant Govind Nargundkar and Anr. V. State of Madhya Pradesh*, (AIR 1952 SC 343) (Focuses on the standards required for circumstantial evidence.)
*   *Sharad Birdhichand Sarda v. State of Maharashtra*, (AIR 1984 SC 1622). (Circumstantial evidence, the chain should be complete and have no loopholes.)
*   *State of U.P. v. Satish* [2005(3) SCC 114] (Discusses the 'last seen' theory.)"
"IPC Sections: 302 (Murder), 307 (Attempt to murder).
Summary: The State of Punjab appealed against the acquittal of Kulwant Singh @ Kanta on charges of murder (Section 302 IPC) and causing injuries to Gurpal Singh (Section 307 IPC). The trial court had convicted him and awarded the death sentence, but the High Court overturned the conviction. The Supreme Court upheld the High Court's decision, emphasizing the importance of the High Court's power to review evidence in such cases and the double presumption of innocence in favor of the accused. The appeal was dismissed.","Judgment against the petitioner (State of Punjab). Supporting case laws: 

1.  *Sheo Swarup & others Vs. King Emperor* AIR 1934 PC 227
2.  *Chandrappa and Ors. v. State of Karnataka* (2007 (4) SCC 415)
3.  *K. Gopal Reddy Vs. State of Andhra Pradesh* 1979 (2) SCR 363"
"The case involves an appeal against a High Court decision that overturned an acquittal. The appellants were accused of offenses under IPC sections 342 (wrongful confinement) and 376 (rape), along with sections 392 (robbery) and 506 (criminal intimidation), though the latter two were dismissed by the High Court. The Supreme Court examined the trial court's findings of discrepancies in the prosecution's evidence, particularly the lack of medical evidence supporting the prosecutrix's claims of rape and injuries. The Supreme Court found the High Court's decision to overturn the acquittal was unsustainable and allowed the appeal.","Judgment in favor of the petitioner. 

Case Law References:
1.  Pratap Misra and Ors. v. State of Orissa (1977 (3) SCC 41)
2.  Aman Kumar & Ors. v. State of Haryana (2004 (4) SCC 379)
3.  Not available"
"IPC Sections 406 (Criminal Breach of Trust) and 420 (Cheating) were invoked against the appellants. The case involves a dispute over dishonored cheques and an alleged abuse of legal process. The respondent claimed the cheques were presented despite full payment, with the appellants allegedly acting with ulterior motives. The court examined whether the complaint constituted an abuse of process.","Judgment in favor of the petitioner. The Supreme Court quashed the proceedings in the lower court.  

Case Law References:
1.  *State of Haryana v. Bhajan Lal* (AIR 1992 SC 604)
2.  (Though not explicitly mentioned as a reference in the provided text, the decision relies on the principles established in the case)
3.  (Additional case law references could further elucidate on the principles of quashing proceedings under Section 482 CrPC based on abuse of process and mala fides, but are unavailable from the provided text)."
"The case involves an appeal against the judgment of the Madhya Pradesh High Court, where the appellant was found guilty under Section 326 read with Section 34 of the Indian Penal Code (IPC) for causing grievous hurt with a dangerous weapon. The appellant was originally convicted under Section 302 read with Section 34 IPC but the conviction was altered by the High Court. The Supreme Court held the appellant guilty under Section 326 read with Section 34 and reduced the sentence to 5 years rigorous imprisonment. Section 326 deals with voluntarily causing grievous hurt by dangerous weapons and section 34 deals with common intention.","The sentence of the appellant was reduced to 5 years rigorous imprisonment. Therefore, the judgment was partially in favor of the petitioner.

Case Law References:
1. State of U.P. v. Indrajeet Alias Sukhatha (2000(7) SCC 249)
2. Mathai v. State of Kerala (2005 (2) JT 365)
3. Not available"
IPC Sections involved are 302 (Punishment for murder) and 302 read with 34 (Acts done by several persons in furtherance of common intention). The Supreme Court considered an appeal against a High Court decision that allowed the State's appeal against the acquittal of the appellant (A-1) but upheld the acquittal of other accused. The Supreme Court found the High Court's analysis insufficient and remanded the case for reconsideration.,"The judgment was against the petitioner. The Supreme Court set aside the High Court's order and remanded the matter for fresh consideration.

Case law references:
1.  Bhagwan Singh and Ors. v. State of Madhya Pradesh (2002 (2) Supreme 567)
2.  Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra (AIR 1973 SC 2622)
3.  Ramesh Babulal Doshi v. State of Gujarat (1996 (4) Supreme 167)"
"The case involves M.N. Sharma, a Sub-Registrar convicted under IPC Section 120-B, and Sections 7 and 13(1)(d) read with Section 13(2) of the Prevention of Corruption Act, 1988. The Delhi High Court initially stayed his conviction. The Supreme Court found this stay inappropriate, emphasizing that conviction suspension should be limited to exceptional cases, especially involving public servants convicted of corruption. The appeal is allowed.","The Supreme Court set aside the High Court's order and did not grant the respondent's application to suspend the conviction. 

Supporting Case Laws:
1.  *K.C. Sareen v. CBI, Chandigarh* [2001(6) SCC 584]
2.  *Union of India v. Atar Singh* [2003(12) SCC 434]
3. *State of Maharashtra v. Gajanan and Another* [2003 (12) SCC 432]"
"IPC sections 376 and 354 are discussed in the case. The accused was initially convicted under section 376 (rape) by the trial court and the High Court upheld the conviction. The Supreme Court, however, found that the act did not amount to rape but to outraging the modesty of a woman. Consequently, the Supreme Court altered the conviction from section 376 to section 354 and ordered the accused's release, considering he had already served a significant portion of the sentence. ","Judgment in favor of the petitioner (partially). The conviction was altered from section 376 to 354, and the accused was released.

Case Law References:

*   **State of Karnataka v. Puttaraja (2003)**: This case is cited for not disclosing the identity of the victim. It supports the judgement.
*   **Dinesh alias Buddha v. State of Rajasthan (2006)**: This case is cited for not disclosing the identity of the victim. It supports the judgement.
*   **State of Punjab v. Major Singh (1967)**: This case is referenced to support that intention is not the sole criterion of the offence punishable under Section 354 IPC. The judgement is given in the light of this reference."
"IPC Sections: Section 138 of the Negotiable Instruments Act, 1881. Summary: The Supreme Court allowed appeals against a High Court order that quashed proceedings against directors in a cheque dishonor case. The High Court had erred in quashing the proceedings based on factual disputes that needed trial, especially regarding the timing of a director's resignation and the allegations against other directors concerning their role in the company's day-to-day management.","Judgment in favor of the petitioner. 
Case law references:
1. S.V. Muzumdar v. Gujarat State Fertilizer Co. Ltd. and Anr. (2005 (4) SCC 173)
2. N. Rangachari v. Bharat Sanchar Nigam Ltd. (2007 (5) SCC 108)
3. Lennard's Carrying Company case (1915 AC 705 (HL)"
"The case concerns robbery under Section 392 of the Indian Penal Code (IPC), specifically the aggravated form of theft or extortion involving violence. The appellants were convicted for robbery and sentenced to 10 years of imprisonment. The court considered the elements of robbery, including the use of violence during the theft or extortion and the location of the crime on a public road during the nighttime. The appeal was dismissed, upholding the conviction and sentence.","The appeal was dismissed, upholding the conviction and sentence. The court did not grant bail or rule in favor of the petitioner. 

Case Law References:

*   State of Karnataka v. Puttaraja (2004 (1) SCC 475)"
"The case involves offences under IPC sections 376(1) read with 511, 324, and 452. The respondent faced trial and was initially sentenced. The High Court reduced the sentence, but the Supreme Court found this reduction unjustified, citing the gravity of the offence and lack of reasoning by the High Court. The Supreme Court restored the Trial Court's judgment.","Judgment against petitioner. The Supreme Court set aside the High Court's order and restored the trial court's original sentence. 

Case law references: 
1.  State of M.P. v. Ghanshyam Singh (2003(8) SCC 13).
2.  State of M.P. v. Babbu Barkare alias Dalap Singh (2005 (5) SCC 413).
3. Sevaka Perumal etc. v. State of Tamil Nadu (AIR 1991 SC 1463)."
"The case involves a challenge to an order dismissing an application under Section 401 read with Section 482 Cr.P.C. The appellant sought to be represented by a pleader during examination under Section 313 Cr.P.C. in a case under Section 138 of the Negotiable Instruments Act. The Supreme Court considered the interpretation of Section 313 Cr.P.C. and its application, particularly in light of technological advancements and legal aid improvements, and the importance of allowing the accused to explain circumstances against him while emphasizing that the court can provide some flexibility. Ultimately, the appeal was dismissed.","Judgment against petitioner. The Supreme Court upheld the High Court's decision. 

Supporting Case Law:
1.  Shivaji Sahabrao Bobade v. State of Maharashtra (1973) - Examination of the accused and non-questioning him on a vital circumstance.
2.  Basav Raj R Patil v. State of Karnataka (2000) - Personal presence of the accused may be dispensed with in case of special exigencies.
3. Usha K. Pillai (1993) - Examination of an accused personally can be dispensed with only in summons case."
"IPC Sections: Section 13(1)(e) of the Prevention of Corruption Act, 1988 (old Section 5(1)(e)) deals with criminal misconduct by a public servant in possession of disproportionate assets. The case involves N. Ramakrishnaiah, a public servant, accused of acquiring assets disproportionate to his known sources of income. The trial court convicted him under Section 5(1)(e) and Section 5(2) of the Prevention of Corruption Act, 1947, which was upheld by the High Court. The Supreme Court dismissed the appeal, finding no infirmity in the lower courts' decisions regarding the evidence and analysis of the disproportionate assets.","Judgment against petitioner. The Supreme Court dismissed the appeal, upholding the lower courts' decisions.

Case Law References:

*   *State of Maharashtra v. Kamal Ahmed Mohammed Vakil Ansari*, (2005) 1 SCC 508
*   *V.D.M. Namboodiri v. State of Kerala*, 2014 (1) KLT 432
*   *C. Chenga Reddy v. State of Andhra Pradesh*, (1996) 10 SCC 305"
"The case involves Mohan Anna Chavan, convicted under IPC sections 363 (kidnapping), 376 (rape), 302 (murder), and 201 (causing disappearance of evidence). He was found guilty of raping and murdering two young girls. The Supreme Court upheld the death sentence, considering it a 'rarest of rare' case due to the nature of the crimes and the appellant's past convictions.",Not granted. The Supreme Court upheld the death sentence.
"IPC Sections 307 and 307 read with Section 109 are involved in this case. The case concerns an appeal against an acquittal where the High Court overturned the trial court's decision and convicted the appellants for attempted murder. The High Court found the trial court's reasons for acquittal unsustainable. The Supreme Court upheld the High Court's judgment, emphasizing the appellate court's power to review evidence and the need to avoid miscarriage of justice.","Not granted. The Supreme Court upheld the High Court's decision to convict the appellants and directed them to surrender to custody. 

Case law references supporting this outcome:
1.  Sheo Swarup v. R. Emperor (1934) 61 IA 398
2.  Shivaji Sahabrao Bobade v. State of Maharashtra (1973 (2) SCC 793)
3.  Chandrappa and Ors. v. State of Karnataka (2007 (4) SCC 415)"
"IPC Sections 143, 147, 148, 341, 323, 324 and 302 read with Section 149 were involved in a trial. The High Court found accused 1 and 2 guilty of Section 302 and Section 324 read with Section 34 IPC, reversing the trial court's acquittal. The Supreme Court upheld the High Court's decision, emphasizing the appellate court's power to review evidence in an appeal against acquittal. ","Judgment against the petitioner. The court upheld the High Court's decision to convict the appellants.

Case Law References:
1.  Sheo Swarup v. R. Emperor (1934) 61 IA 398
2.  Prandas v. State (AIR 1954 SC 36)
3.  Chandrappa and Ors. v. State of Karnataka (2007 (4) SCC 415)"
"IPC Section 302 (murder) was applied in this case. The appellant challenged the Rajasthan High Court's decision to acquit the respondent, Gajanand, who was initially convicted by the trial court for the murder of Devi Lal. The High Court ruled that Gajanand was exercising the right of private defense, leading to the dismissal of the appeals.","Judgment in favor of respondent.  The court upheld the High Court's decision that the respondent was exercising the right of private defense, dismissing the appeals.

Case Law References:
1.  *Sheo Swarup v. R. Emperor (1934) 61 IA 398*
2.  *K. Gopal Reddy v. State of A.P (1979) 1 SCC 355*
3.  *Chandrappa and Ors. v. State of Karnataka (2007 (4) SCC 415)*"
"The case involves the State of Punjab challenging the acquittal of Sukhchain Singh and another for offences under IPC sections 148, 302, 307, 326, 325, 323/302 read with Section 149, 307 read with Section 149, 326/149, 325 read with Section 149 and 323/149. The Supreme Court upheld the acquittal of the respondents and conviction of co-accused Paramjit Singh.","Acquittal upheld. 

Supporting case laws:
1.  Sheo Swarup v. R. Emperor (1934) 61 IA 398
2.  Sanwat Singh v. State of Rajasthan (1961) 3 SCR 120
3.  Chandrappa and Ors. v. State of Karnataka (2007 (4) SCC 415)"
"IPC Sections: 148, 302 read with Section 149 and 323/149. Summary: The appellants were convicted for murder and related offenses but claimed self-defense. The Supreme Court altered the conviction from Section 302 IPC to Section 304 Part I IPC, finding the assaults occurred in a sudden quarrel, and sentenced the accused to 10 years of custodial sentence.","Bail was not granted. Judgment was against the petitioner. Case law references supporting this are:

1.  *Munshi Ram and Ors. v. Delhi Administration*, AIR (1968) SC 702 (Burden of proof for self-defense)
2.  *Lakshmi Singh v. State of Bihar*, AIR (1976) SC 2263 (Non-explanation of injuries by the prosecution)
3.  *Butta Singh v. The State of Punjab* AIR (1991) SC 1316 (Self-defense in the spur of the moment)"
"The case involves Narain Singh and others convicted under IPC sections 302/34, 323/34, and 27 of the Arms Act. The appellants claimed the right of private defense. The Supreme Court addressed the exercise of this right, the burden of proof, and the extent of the right. Ultimately, the Supreme Court found the right of private defense was not applicable, but modified the sentence for appellant Narain Singh.","Bail was not granted. The judgment was partly in favor of the petitioner, Narain Singh, and the appeals of the other appellants were dismissed.

Case Law References:

1.  *Munshi Ram and Ors. v. Delhi Administration* (AIR 1968 SC 702)
2. *Salim Zia v. State of U.P.* (AIR 1979 SC 391)
3. *Vidhya Singh v. State of M.P.* (AIR 1971 SC 1857)"
"The case involves an appeal against the Madras High Court's order acquitting Balaprasanna, who was convicted under IPC sections 302 (murder) and 392 read with 397 (robbery with attempt to cause death). The prosecution relied on circumstantial evidence, including confessional statements leading to the recovery of incriminating materials. The Supreme Court upheld the High Court's decision, finding the evidence insufficient to establish guilt beyond a reasonable doubt. The court emphasized the importance of a complete chain of evidence in cases based on circumstantial evidence and highlighted flaws in the prosecution's case, specifically regarding the voluntariness of confessions and the connection of recovered items to the accused.","Judgment in favor of respondent (Balaprasanna). 

Case Law References:
1.  *C. Chenga Reddy and Ors. v. State of A.P.* (1996) 10 SCC 193
2.  *Padala Veera Reddy v. State of A.P. and Ors.* (AIR 1990 SC 79)
3.  *Sharad Birdhichand Sarda v. State of Maharashtra* (AIR 1984 SC 1622)"
"IPC sections 302 and 149 are central to this case, concerning the murder of two individuals. The appellants challenged their convictions, citing issues with witness testimonies and the application of Section 149. The court found the evidence of eyewitnesses reliable and upheld the conviction of appellants under Section 302 for the deaths of Appalanaidu and Appalasamy, dismissing the appeal.","The appeal was not granted, and the conviction was upheld. The High Court confirmed the conviction for the offence under Section 302 IPC as against Al to A7 for causing death of D-2 and as against Al, A8, A12, A21 and A24 in respect of death of D-1.

Case Law References: 

1.  *Gauri Shanker Sharma v. State of U.P. (AIR 1990 SC 709)*
2.  *State of U.P. v. Dan Singh and Ors. (1997 (3) SCC 747)*
3.  *Gangadhar Behera and Ors. v. State of Orissa (2002 (8) SCC 381)*"
"The case involves an appeal against a High Court decision that quashed an FIR registered for theft, under Section 482 of the Cr.P.C. The Supreme Court emphasized the limited scope of Section 482, which allows the High Court to prevent abuse of the process or secure the ends of justice. It sets aside the High Court's order, stating it failed to consider the parameters of Section 482 properly.","Judgment against petitioner. The Supreme Court set aside the High Court's decision to quash the FIR. 

Case Law References:
1. R.P. Kapur v. State of Punjab (AIR 1960 SC 866)
2. State of Haryana v. Bhajan Lal (1992 Supp (1) SCC 335)
3. State of Karnataka v. M. Devendrappa and another (2002 (3) SCC 89)"
"IPC Sections: 147, 148, 149, 323, 324, 307, 302, 447, 302/34, 326. Summary: The appellants were convicted under Section 302 read with 149 IPC for the murder of Budhu Mahto. The Supreme Court found that the examination under Section 313 Cr.P.C. was not properly conducted and the charges framed were defective. The court acquitted the appellants.","Judgment in favor of the petitioner (appellants). The appellants were acquitted. 

Case Law References:

1.  Bibhuti Bhusan Das Gupta & Anr. v. State of West Bengal (AIR 1969 SC 381) - Supreme Court held that the pleader cannot represent the accused for the purpose of Section 342 of the Code of Criminal Procedure, 1898 (which is presently Section 313 Cr.P.C.).
2.  Hate Singh Bhagat Singh v. State of Madhya Bharat (AIR 1953 SC 468) - Supreme Court held that the statements of the accused recorded by the Committing Magistrate and the Sessions Judge are intended to take the place of what in England and in America he would be free to state in his own way in the witness box.
3.  Shivaji Sahabrao Bobade v. State of Maharashtra (1973 (2) SCC 793) - Supreme Court discussed the importance of drawing the prisoner's attention to every inculpatory material so as to enable him to explain it."
"IPC Sections 376, 323, and 341. The respondent was convicted under these sections. The Supreme Court examined the High Court's decision to reduce the sentence imposed by the trial court. The Supreme Court found that the High Court did not provide adequate reasons for the reduction, violating the requirement for ""adequate and special reasons"" to justify a sentence below the minimum.",Judgment in favor of the petitioner (State of Rajasthan). The Supreme Court set aside the High Court's decision to reduce the sentence and directed the respondent to serve a minimum of seven years rigorous imprisonment for the offense under Section 376 IPC.
"The case concerns Ratan Kumar Vishwas's appeal against his conviction under Sections 27A and 29 of the Narcotic Drugs and Psychotropic Substances Act, 1985 (NDPS Act). He was sentenced to 14 years rigorous imprisonment for involvement in a charas trafficking operation. The Supreme Court upheld the High Court's decision to deny bail, referencing Section 37 of the NDPS Act, which imposes strict conditions for bail in such cases. The court found that these conditions were not met. The appellant's argument was based on the conviction relying on inadmissible evidence and that the rigors of Section 37 of the Act cannot be applied to the present case after Section 32-A of the Act was held to be ultra vires by this Court.","Bail was not granted. 

Supporting Case Laws:
1.  Dadu v. State of Maharashtra (2000 (8) SCC 437) - This case clarified the applicability of Section 32A and its impact on bail provisions under the NDPS Act.
2.  Section 37 of the NDPS Act, 1985 - The judgment explicitly refers to this section, which sets strict conditions for granting bail in NDPS cases.
3.  The judgment itself affirms the denial of bail and references Section 37 in its reasoning."
"This case involves Sachin Jana and others, who were accused of offences under Sections 148, 323, 324, and 307 read with Section 149 of the Indian Penal Code, 1860 (IPC). The appellants were found guilty and convicted of assault involving acid, causing injuries. The court altered the conviction to Section 307/34 IPC, and reduced the custodial sentence to 5 years and imposed a fine. The court held that section 307/34 IPC has clear application in this case.","The appeal was partially allowed, with the conviction upheld but the custodial sentence reduced. 

Case Law References:
1. Ashok Kumar v. State of Punjab (1977) 1 SCC 746
2. Girija Shankar vs. State of U.P. (2004 (4) SCC 793)
3. State of Maharashtra v. Balram Bama Patil (1983 (2) SCC 28)"
"Sections 302 and 354 of the Indian Penal Code, 1860, were used in the case against Baldev Singh, who was accused of murder and assault. The Supreme Court examined the case, which relied on circumstantial evidence, and found the evidence insufficient to prove guilt beyond a reasonable doubt. The court highlighted that the lower courts had improperly connected the accused to the crime based on the presence of injuries and recovery of items. The appeal was allowed, and the conviction was overturned.","Judgment in favor of the petitioner. 

Case Law References:
1.  Sharad Birdhichand Sarda v. State of Maharashtra, (AIR 1984 SC 1622)
2.  Hanumant Govind Nargundkar and Anr. V. State of Madhya Pradesh, (AIR 1952 SC 343)
3.  C. Chenga Reddy and Ors. v. State of A.P. (1996) 10 SCC 193"
